match_id,season,team1,team2,venue,winner,player_of_match,toss_winner,toss_decision
1178399,2019,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Mumbai Indians,KA Pollard,Mumbai Indians,field
1178400,2019,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,MS Dhoni,Chennai Super Kings,field
1178401,2019,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Delhi Capitals,S Dhawan,Delhi Capitals,field
1178402,2019,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,JC Buttler,Rajasthan Royals,field
1178403,2019,Kings XI Punjab,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,AB de Villiers,Royal Challengers Bangalore,field
1178404,2019,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,Imran Tahir,Chennai Super Kings,field
1178405,2019,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Delhi Capitals,KMA Paul,Sunrisers Hyderabad,field
1178406,2019,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,SL Malinga,Mumbai Indians,field
1178407,2019,Kings XI Punjab,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,R Ashwin,Rajasthan Royals,field
1178408,2019,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,DA Warner,Chennai Super Kings,bat
1178409,2019,Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,Mumbai Indians,HH Pandya,Mumbai Indians,bat
1178410,2019,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,V Kohli,Kolkata Knight Riders,field
1178411,2019,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,SPD Smith,Rajasthan Royals,field
1178412,2019,Kings XI Punjab,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,SS Iyer,Delhi Capitals,field
1178413,2019,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,KK Ahmed,Sunrisers Hyderabad,field
1178414,2019,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,Royal Challengers Bangalore,PA Patel,Chennai Super Kings,field
1178415,2019,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,RR Pant,Delhi Capitals,field
1178416,2019,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,SR Watson,Chennai Super Kings,field
1178417,2019,Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,Royal Challengers Bangalore,AB de Villiers,Kings XI Punjab,field
1178418,2019,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,VR Aaron,Rajasthan Royals,field
1178419,2019,Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,Mumbai Indians,RG Sharma,Chennai Super Kings,field
1178420,2019,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,JD Unadkat,Rajasthan Royals,field
1178421,2019,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi Capitals,S Dhawan,Delhi Capitals,bat
1178422,2019,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,AD Russell,Mumbai Indians,field
1178423,2019,Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,DA Warner,Kings XI Punjab,field
1178424,2019,Royal Challengers Bangalore,Rajasthan Royals,M.Chinnaswamy Stadium,,,Rajasthan Royals,field
1178425,2019,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,Chennai Super Kings,MS Dhoni,Delhi Capitals,field
1178426,2019,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,,JJ Bumrah,Mumbai Indians,bat
1178427,2019,Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,Shubman Gill,Kolkata Knight Riders,field
1178428,2019,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,A Mishra,Rajasthan Royals,bat
1178429,2019,Sunrisers Hyderabad,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,SO Hetmyer,Royal Challengers Bangalore,field
1178430,2019,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,KL Rahul,Kings XI Punjab,field
1178431,2019,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,HH Pandya,Mumbai Indians,field
1181764,2019,Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,Mumbai Indians,SA Yadav,Chennai Super Kings,bat
1181766,2019,Sunrisers Hyderabad,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,RR Pant,Delhi Capitals,field
1181767,2019,Delhi Capitals,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,F du Plessis,Chennai Super Kings,field
1181768,2019,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,Mumbai Indians,JJ Bumrah,Mumbai Indians,bat
1216492,2020,Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,AT Rayudu,Chennai Super Kings,field
1216493,2020,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,,MP Stoinis,Kings XI Punjab,field
1216494,2020,Kolkata Knight Riders,Royal Challengers Bangalore,Sheikh Zayed Stadium,Royal Challengers Bangalore,Mohammed Siraj,Kolkata Knight Riders,bat
1216495,2020,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sunrisers Hyderabad,S Nadeem,Sunrisers Hyderabad,field
1216496,2020,Rajasthan Royals,Chennai Super Kings,Sharjah Cricket Stadium,Rajasthan Royals,SV Samson,Chennai Super Kings,field
1216497,2020,Kolkata Knight Riders,Delhi Capitals,Sheikh Zayed Stadium,Kolkata Knight Riders,CV Varun,Delhi Capitals,field
1216498,2020,Kings XI Punjab,Sunrisers Hyderabad,Dubai International Cricket Stadium,Kings XI Punjab,CJ Jordan,Sunrisers Hyderabad,field
1216499,2020,Royal Challengers Bangalore,Mumbai Indians,Sheikh Zayed Stadium,Mumbai Indians,SA Yadav,Mumbai Indians,field
1216500,2020,Delhi Capitals,Rajasthan Royals,Sharjah Cricket Stadium,Delhi Capitals,R Ashwin,Rajasthan Royals,field
1216501,2020,Kolkata Knight Riders,Chennai Super Kings,Sheikh Zayed Stadium,Kolkata Knight Riders,RA Tripathi,Kolkata Knight Riders,bat
1216502,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sunrisers Hyderabad,Sandeep Sharma,Sunrisers Hyderabad,field
1216503,2020,Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,Mumbai Indians,KA Pollard,Kings XI Punjab,field
1216504,2020,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,Kolkata Knight Riders,Shivam Mavi,Rajasthan Royals,field
1216505,2020,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,Delhi Capitals,A Nortje,Delhi Capitals,field
1216506,2020,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,RD Gaikwad,Chennai Super Kings,field
1216507,2020,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,R Tewatia,Sunrisers Hyderabad,bat
1216508,2020,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,Mumbai Indians,RG Sharma,Kolkata Knight Riders,field
1216509,2020,Chennai Super Kings,Delhi Capitals,Sharjah Cricket Stadium,Delhi Capitals,S Dhawan,Chennai Super Kings,bat
1216510,2020,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,Kings XI Punjab,KL Rahul,Royal Challengers Bangalore,field
1216511,2020,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Mumbai Indians,SA Yadav,Mumbai Indians,bat
1216512,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Sheikh Zayed Stadium,,LH Ferguson,Sunrisers Hyderabad,field
1216513,2020,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,SR Watson,Kings XI Punjab,bat
1216514,2020,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,Royal Challengers Bangalore,YS Chahal,Rajasthan Royals,bat
1216515,2020,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Delhi Capitals,SS Iyer,Kolkata Knight Riders,field
1216516,2020,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,PK Garg,Sunrisers Hyderabad,bat
1216517,2020,Mumbai Indians,Kings XI Punjab,Dubai International Cricket Stadium,,KL Rahul,Mumbai Indians,bat
1216518,2020,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,MK Pandey,Sunrisers Hyderabad,field
1216519,2020,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Delhi Capitals,AR Patel,Royal Challengers Bangalore,field
1216520,2020,Kolkata Knight Riders,Kings XI Punjab,Sharjah Cricket Stadium,Kings XI Punjab,CH Gayle,Kings XI Punjab,field
1216521,2020,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,TA Boult,Mumbai Indians,field
1216522,2020,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,AB de Villiers,Rajasthan Royals,bat
1216523,2020,Kolkata Knight Riders,Kings XI Punjab,Sheikh Zayed Stadium,Kolkata Knight Riders,KD Karthik,Kolkata Knight Riders,bat
1216524,2020,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Sunrisers Hyderabad,WP Saha,Delhi Capitals,field
1216525,2020,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,V Kohli,Royal Challengers Bangalore,bat
1216526,2020,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Mumbai Indians,Q de Kock,Kolkata Knight Riders,bat
1216527,2020,Kings XI Punjab,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,SV Samson,Rajasthan Royals,field
1216528,2020,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Chennai Super Kings,RA Jadeja,Chennai Super Kings,bat
1216529,2020,Delhi Capitals,Mumbai Indians,Sheikh Zayed Stadium,Mumbai Indians,Q de Kock,Delhi Capitals,bat
1216530,2020,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,Kolkata Knight Riders,PJ Cummins,Rajasthan Royals,field
1216531,2020,Royal Challengers Bangalore,Kings XI Punjab,Sharjah Cricket Stadium,Kings XI Punjab,KL Rahul,Royal Challengers Bangalore,bat
1216532,2020,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,Sunrisers Hyderabad,Rashid Khan,Delhi Capitals,field
1216533,2020,Chennai Super Kings,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,JC Buttler,Chennai Super Kings,bat
1216534,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai International Cricket Stadium,Royal Challengers Bangalore,YS Chahal,Sunrisers Hyderabad,field
1216535,2020,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,Ishan Kishan,Mumbai Indians,field
1216536,2020,Kolkata Knight Riders,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,RD Gaikwad,Chennai Super Kings,field
1216537,2020,Kings XI Punjab,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,BA Stokes,Rajasthan Royals,field
1216538,2020,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,Mumbai Indians,TA Boult,Mumbai Indians,bat
1216539,2020,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,Delhi Capitals,PP Shaw,Chennai Super Kings,field
1216540,2020,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,Royal Challengers Bangalore,AB de Villiers,Royal Challengers Bangalore,bat
1216541,2020,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,BA Stokes,Mumbai Indians,bat
1216542,2020,Sunrisers Hyderabad,Kings XI Punjab,Dubai International Cricket Stadium,Sunrisers Hyderabad,JM Bairstow,Sunrisers Hyderabad,bat
1216543,2020,Delhi Capitals,Rajasthan Royals,Dubai International Cricket Stadium,Delhi Capitals,A Nortje,Delhi Capitals,bat
1216544,2020,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,RD Gaikwad,Royal Challengers Bangalore,bat
1216545,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,Shubman Gill,Sunrisers Hyderabad,bat
1216546,2020,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,S Dhawan,Delhi Capitals,bat
1216547,2020,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,,AB de Villiers,Mumbai Indians,field
1237177,2020,Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,Mumbai Indians,JJ Bumrah,Delhi Capitals,field
1237178,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sheikh Zayed Stadium,Sunrisers Hyderabad,KS Williamson,Sunrisers Hyderabad,field
1237180,2020,Delhi Capitals,Sunrisers Hyderabad,Sheikh Zayed Stadium,Delhi Capitals,MP Stoinis,Delhi Capitals,bat
1237181,2020,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,TA Boult,Delhi Capitals,bat
1254058,2021,Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,HV Patel,Royal Challengers Bangalore,field
1254059,2021,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,S Dhawan,Delhi Capitals,field
1254060,2021,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,N Rana,Sunrisers Hyderabad,field
1254061,2021,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Punjab Kings,SV Samson,Rajasthan Royals,field
1254062,2021,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,RD Chahar,Kolkata Knight Riders,field
1254063,2021,Royal Challengers Bangalore,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,GJ Maxwell,Sunrisers Hyderabad,field
1254064,2021,Delhi Capitals,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,JD Unadkat,Rajasthan Royals,field
1254065,2021,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,DL Chahar,Chennai Super Kings,field
1254066,2021,Mumbai Indians,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,KA Pollard,Mumbai Indians,bat
1254067,2021,Royal Challengers Bangalore,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,AB de Villiers,Royal Challengers Bangalore,bat
1254068,2021,Punjab Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,S Dhawan,Delhi Capitals,field
1254069,2021,Chennai Super Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Chennai Super Kings,MM Ali,Rajasthan Royals,field
1254070,2021,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,A Mishra,Mumbai Indians,bat
1254071,2021,Punjab Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,JM Bairstow,Punjab Kings,bat
1254072,2021,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Chennai Super Kings,F du Plessis,Kolkata Knight Riders,field
1254073,2021,Rajasthan Royals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,D Padikkal,Royal Challengers Bangalore,field
1254074,2021,Mumbai Indians,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,KL Rahul,Punjab Kings,field
1254075,2021,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,CH Morris,Rajasthan Royals,field
1254076,2021,Chennai Super Kings,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Chennai Super Kings,RA Jadeja,Chennai Super Kings,bat
1254077,2021,Delhi Capitals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",,PP Shaw,Delhi Capitals,bat
1254078,2021,Punjab Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,EJG Morgan,Kolkata Knight Riders,field
1254079,2021,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,AB de Villiers,Delhi Capitals,field
1254080,2021,Sunrisers Hyderabad,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,RD Gaikwad,Sunrisers Hyderabad,bat
1254081,2021,Rajasthan Royals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Q de Kock,Mumbai Indians,field
1254082,2021,Kolkata Knight Riders,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,PP Shaw,Delhi Capitals,field
1254083,2021,Punjab Kings,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Harpreet Brar,Royal Challengers Bangalore,field
1254084,2021,Chennai Super Kings,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,KA Pollard,Mumbai Indians,field
1254085,2021,Rajasthan Royals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,JC Buttler,Sunrisers Hyderabad,field
1254086,2021,Punjab Kings,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,MA Agarwal,Delhi Capitals,field
1254087,2021,Royal Challengers Bangalore,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,CV Varun,Royal Challengers Bangalore,bat
1254088,2021,Mumbai Indians,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Ishan Kishan,Mumbai Indians,bat
1254089,2021,Chennai Super Kings,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,RD Gaikwad,Rajasthan Royals,field
1254090,2021,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,Royal Challengers Bangalore,GJ Maxwell,Royal Challengers Bangalore,bat
1254091,2021,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,JR Hazlewood,Chennai Super Kings,field
1254092,2021,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field
1254093,2021,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,NM Coulter-Nile,Mumbai Indians,field
1254094,2021,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,Punjab Kings,KL Rahul,Punjab Kings,field
1254095,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,KS Williamson,Royal Challengers Bangalore,field
1254096,2021,Mumbai Indians,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field
1254097,2021,Delhi Capitals,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,SS Iyer,Rajasthan Royals,field
1254098,2021,Kolkata Knight Riders,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,RA Jadeja,Kolkata Knight Riders,bat
1254099,2021,Punjab Kings,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,KA Pollard,Mumbai Indians,field
1254100,2021,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,JJ Roy,Rajasthan Royals,bat
1254101,2021,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,KS Bharat,Royal Challengers Bangalore,field
1254102,2021,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,Punjab Kings,KL Rahul,Punjab Kings,field
1254103,2021,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,YS Chahal,Royal Challengers Bangalore,field
1254104,2021,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,Chennai Super Kings,RD Gaikwad,Chennai Super Kings,bat
1254105,2021,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,A Nortje,Sunrisers Hyderabad,bat
1254106,2021,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,Kolkata Knight Riders,Shivam Mavi,Rajasthan Royals,field
1254107,2021,Punjab Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,Punjab Kings,JO Holder,Sunrisers Hyderabad,field
1254108,2021,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,Royal Challengers Bangalore,GJ Maxwell,Mumbai Indians,field
1254109,2021,Sunrisers Hyderabad,Kolkata Knight Riders,Dubai International Cricket Stadium,Kolkata Knight Riders,Shubman Gill,Sunrisers Hyderabad,bat
1254110,2021,Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,AR Patel,Delhi Capitals,field
1254111,2021,Rajasthan Royals,Punjab Kings,Dubai International Cricket Stadium,Rajasthan Royals,Kartik Tyagi,Punjab Kings,field
1254112,2021,Mumbai Indians,Delhi Capitals,Sharjah Cricket Stadium,Delhi Capitals,AR Patel,Delhi Capitals,field
1254113,2021,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,DJ Bravo,Chennai Super Kings,field
1254114,2021,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,RD Gaikwad,Chennai Super Kings,field
1254115,2021,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,SP Narine,Royal Challengers Bangalore,bat
1254116,2021,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,VR Iyer,Kolkata Knight Riders,field
1254117,2021,Chennai Super Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,Chennai Super Kings,F du Plessis,Kolkata Knight Riders,field
1304047,2022,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,UT Yadav,Kolkata Knight Riders,field
1304048,2022,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Delhi Capitals,Kuldeep Yadav,Delhi Capitals,field
1304049,2022,Royal Challengers Bangalore,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,OF Smith,Punjab Kings,field
1304050,2022,Lucknow Super Giants,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,Mohammed Shami,Gujarat Titans,field
1304051,2022,Rajasthan Royals,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,SV Samson,Sunrisers Hyderabad,field
1304052,2022,Kolkata Knight Riders,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,PWH de Silva,Royal Challengers Bangalore,field
1304053,2022,Chennai Super Kings,Lucknow Super Giants,"Brabourne Stadium, Mumbai",Lucknow Super Giants,E Lewis,Lucknow Super Giants,field
1304054,2022,Punjab Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,UT Yadav,Kolkata Knight Riders,field
1304055,2022,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,JC Buttler,Mumbai Indians,field
1304056,2022,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,LH Ferguson,Delhi Capitals,field
1304057,2022,Punjab Kings,Chennai Super Kings,"Brabourne Stadium, Mumbai",Punjab Kings,LS Livingstone,Chennai Super Kings,field
1304058,2022,Lucknow Super Giants,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Avesh Khan,Sunrisers Hyderabad,field
1304059,2022,Rajasthan Royals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,KD Karthik,Royal Challengers Bangalore,field
1304060,2022,Mumbai Indians,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,PJ Cummins,Kolkata Knight Riders,field
1304061,2022,Delhi Capitals,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Q de Kock,Lucknow Super Giants,field
1304062,2022,Punjab Kings,Gujarat Titans,"Brabourne Stadium, Mumbai",Gujarat Titans,Shubman Gill,Gujarat Titans,field
1304063,2022,Chennai Super Kings,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Abhishek Sharma,Sunrisers Hyderabad,field
1304064,2022,Mumbai Indians,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Anuj Rawat,Royal Challengers Bangalore,field
1304065,2022,Delhi Capitals,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",Delhi Capitals,Kuldeep Yadav,Kolkata Knight Riders,field
1304066,2022,Rajasthan Royals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Rajasthan Royals,YS Chahal,Lucknow Super Giants,field
1304067,2022,Gujarat Titans,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,KS Williamson,Sunrisers Hyderabad,field
1304068,2022,Chennai Super Kings,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,S Dube,Royal Challengers Bangalore,field
1304069,2022,Punjab Kings,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,MA Agarwal,Mumbai Indians,field
1304070,2022,Gujarat Titans,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,HH Pandya,Rajasthan Royals,field
1304071,2022,Kolkata Knight Riders,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,RA Tripathi,Sunrisers Hyderabad,field
1304072,2022,Lucknow Super Giants,Mumbai Indians,"Brabourne Stadium, Mumbai",Lucknow Super Giants,KL Rahul,Mumbai Indians,field
1304073,2022,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,KD Karthik,Delhi Capitals,field
1304074,2022,Punjab Kings,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Umran Malik,Sunrisers Hyderabad,field
